registry_id	class	lexeme	code_points	context	fixity	arity	precedence	associativity	canonical_ascii	domain	current_state	target_state	installation_state	source_registry_tsv_sha256
NSR-REJ-001	REJECTED	|>	U+007C U+003E	general expression	infix	2	N/A	N/A	.	core.flow	INACTIVE_CURRENT	REJECTED_PERMANENT	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-REJ-002	REJECTED	<->	U+003C U+002D U+003E	general expression	infix	2	N/A	N/A	<.> if ever activated	future.flow	INACTIVE_CURRENT	REJECTED_ALTERNATIVE	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-REJ-003	REJECTED	**	U+002A U+002A	numeric expression	infix	2	N/A	N/A	^	core.numeric	INACTIVE_CURRENT	REJECTED_ALTERNATIVE	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-REJ-004	REJECTED	^ as XOR	U+005E U+0020 U+0061 U+0073 U+0020 U+0058 U+004F U+0052	logic/bit expression	semantic reinterpretation	2	N/A	N/A	xor / ⊻ / bitXor()	core.logic_bits	INACTIVE_CURRENT_INFIX	REJECTED_SEMANTIC_INTERPRETATION	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-REJ-005	REJECTED	++	U+002B U+002B	prefix/postfix mutation	prefix/postfix	1	N/A	N/A	+= 1	core.mutation	INACTIVE_CURRENT	REJECTED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-REJ-006	REJECTED	--	U+002D U+002D	prefix/postfix mutation	prefix/postfix	1	N/A	N/A	-= 1	core.mutation	INACTIVE_CURRENT	REJECTED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-REJ-007	REJECTED	cond ? a : b	U+0063 U+006F U+006E U+0064 U+0020 U+003F U+0020 U+0061 U+0020 U+003A U+0020 U+0062	general expression	ternary	3	N/A	right	if/else or a typed conditional method	core.control	INACTIVE_CURRENT_REJECTED_WITH_IMPRECISE_SNAPSHOT_DIAGNOSTIC	REJECTED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-REJ-008	REJECTED	a ?: b	U+0061 U+0020 U+003F U+003A U+0020 U+0062	general expression	binary/ternary shorthand	2	N/A	right	?? for Option or explicit conditional	core.option	INACTIVE_CURRENT	REJECTED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-REJ-009	REJECTED	:=	U+003A U+003D	binding or assignment	infix	2	N/A	right	value.name; or target = value;	core.binding	INACTIVE_CURRENT	REJECTED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-REJ-010	REJECTED	(a, b, c) as comma operator	U+0028 U+0061 U+002C U+0020 U+0062 U+002C U+0020 U+0063 U+0029 U+0020 U+0061 U+0073 U+0020 U+0063 U+006F U+006D U+006D U+0061 U+0020 U+006F U+0070 U+0065 U+0072 U+0061 U+0074 U+006F U+0072	general expression	infix	2+	N/A	left	explicit block or pipeline	core.control	INACTIVE_CURRENT	REJECTED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-REJ-011	REJECTED	= as equality	U+003D U+0020 U+0061 U+0073 U+0020 U+0065 U+0071 U+0075 U+0061 U+006C U+0069 U+0074 U+0079	comparison expression	infix	2	N/A	N/A	==	core.eq	INACTIVE_AS_EQUALITY	REJECTED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-REJ-012	REJECTED	<>	U+003C U+003E	comparison expression	infix	2	N/A	N/A	!=	core.eq	INACTIVE_CURRENT	REJECTED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-REJ-013	REJECTED	and / or / not	U+0061 U+006E U+0064 U+0020 U+002F U+0020 U+006F U+0072 U+0020 U+002F U+0020 U+006E U+006F U+0074	Boolean expression	keyword operators	1 or 2	N/A	N/A	&& / || / !	core.logic	HISTORICAL_ONLY	REJECTED_PUBLIC_ALIAS	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-REJ-014	REJECTED	!!	U+0021 U+0021	general expression	postfix	1	N/A	N/A	unwrapUnsafe() or doubleFactorial()	core.result_math	INACTIVE_CURRENT	REJECTED_AMBIGUOUS	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-REJ-015	REJECTED	// as integer division	U+002F U+002F U+0020 U+0061 U+0073 U+0020 U+0069 U+006E U+0074 U+0065 U+0067 U+0065 U+0072 U+0020 U+0064 U+0069 U+0076 U+0069 U+0073 U+0069 U+006F U+006E	numeric expression	infix	2	N/A	N/A	/	core.numeric	IMPOSSIBLE_BY_CURRENT_LEXER	REJECTED	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-REJ-016	REJECTED	=>	U+003D U+003E	match or callable syntax	separator	2	N/A	N/A	-> or current callable syntax	core.match	INACTIVE_CURRENT	REJECTED_PUBLIC_MATCH_SEPARATOR	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-REJ-017	REJECTED	1..10	U+0031 U+002E U+002E U+0031 U+0030	range expression	infix	2	N/A	N/A	1…10 or Range.inclusive(1,10)	core.range	INACTIVE_CURRENT	REJECTED_AS_RANGE	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-REJ-018	REJECTED	ptr->field	U+0070 U+0074 U+0072 U+002D U+003E U+0066 U+0069 U+0065 U+006C U+0064	member access	infix	2	N/A	N/A	value.field or explicit FFI API	future.unsafe	INACTIVE_CURRENT	REJECTED_SAFE_CORE	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-REJ-019	REJECTED	100 + 10%	U+0031 U+0030 U+0030 U+0020 U+002B U+0020 U+0031 U+0030 U+0025	numeric/quantity expression	type combination	2	N/A	N/A	100 * (1 + 10%) or increase(10%)	core.quantity	INACTIVE_CURRENT	REJECTED_IMPLICIT_SEMANTICS	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-REJ-020	REJECTED	a ≈ b without tolerance	U+0061 U+0020 U+2248 U+0020 U+0062 U+0020 U+0077 U+0069 U+0074 U+0068 U+006F U+0075 U+0074 U+0020 U+0074 U+006F U+006C U+0065 U+0072 U+0061 U+006E U+0063 U+0065	numeric expression	infix usage	2	N/A	N/A	a.approxEquals(b, absolute: ..., relative: ...)	std.math.approx	INACTIVE_CURRENT	REJECTED_USAGE	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-REJ-021	REJECTED	∫ returning bare Float	U+222B U+0020 U+0072 U+0065 U+0074 U+0075 U+0072 U+006E U+0069 U+006E U+0067 U+0020 U+0062 U+0061 U+0072 U+0065 U+0020 U+0046 U+006C U+006F U+0061 U+0074	calculus expression	usage	N	N/A	N/A	IntegralResult<T>	std.calculus	INACTIVE_CURRENT	REJECTED_USAGE	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-REJ-022	REJECTED	a ± b as implicit Tuple	U+0061 U+0020 U+00B1 U+0020 U+0062 U+0020 U+0061 U+0073 U+0020 U+0069 U+006D U+0070 U+006C U+0069 U+0063 U+0069 U+0074 U+0020 U+0054 U+0075 U+0070 U+006C U+0065	measurement expression	usage	2	N/A	N/A	Uncertain(a,b).branches()	std.measurement	INACTIVE_CURRENT	REJECTED_SEMANTIC_INTERPRETATION	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
NSR-REJ-023	REJECTED	Text + Number	U+0054 U+0065 U+0078 U+0074 U+0020 U+002B U+0020 U+004E U+0075 U+006D U+0062 U+0065 U+0072	Text expression	type combination	2	N/A	N/A	Text.format, interpolation or explicit toText()	std.text	REJECTED_BY_CURRENT_TYPECHECKER_IN_TYPED_CONTEXTS	REJECTED_IMPLICIT_COERCION	NOT_ACTIVATED_BY_INSTALLATION	b7e5694ceadf30ccffb4077c994fe230d2a10201b64dc6e9e218bdcf4b157f14
